date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-08T03:23:53-07:00,0,0.000000,0.000000
2016-06-08T03:23:58-07:00,55,10.999492,10.999493
2016-06-08T03:24:03-07:00,110,10.999779,11.000065
2016-06-08T03:24:08-07:00,178,11.866480,13.599907
2016-06-08T03:24:13-07:00,247,12.349855,13.800004
2016-06-08T03:24:18-07:00,314,12.559922,13.400210
2016-06-08T03:24:23-07:00,383,12.766565,13.799773
2016-06-08T03:24:28-07:00,452,12.914204,13.800044
2016-06-08T03:24:33-07:00,520,12.999924,13.599972
2016-06-08T03:24:38-07:00,587,13.044385,13.400070
2016-06-08T03:24:43-07:00,657,13.139944,13.999982
2016-06-08T03:24:48-07:00,724,13.163584,13.399986
2016-06-08T03:24:53-07:00,793,13.216641,13.800280
2016-06-08T03:24:54-07:00,794,13.214155,11.498791
