date,queries_finished,avg_queries_per_second,queries_per_second
2016-10-02T04:19:12-07:00,0,0.000000,0.000000
2016-10-02T04:19:17-07:00,506,101.193107,101.193111
2016-10-02T04:19:22-07:00,1118,111.796122,122.399846
2016-10-02T04:19:27-07:00,1692,112.797735,114.801049
2016-10-02T04:19:32-07:00,2281,114.047997,117.798820
2016-10-02T04:19:37-07:00,2992,119.678460,142.200838
2016-10-02T04:19:42-07:00,3590,119.665487,119.600621
2016-10-02T04:19:47-07:00,4201,120.027408,122.198938
2016-10-02T04:19:52-07:00,4776,119.399096,115.000835
2016-10-02T04:19:57-07:00,5366,119.243559,117.999261
2016-10-02T04:20:02-07:00,6002,120.039190,127.199926
2016-10-02T04:20:07-07:00,6555,119.181083,110.599958
2016-10-02T04:20:12-07:00,7137,118.949463,116.401594
2016-10-02T04:20:12-07:00,7138,118.956426,204.316263
