date,docs_indexed,plaintext_bytes_indexed,avg_mb_per_second
2015-12-27T23:35:10-08:00,0,0,0.000000
2015-12-27T23:35:12-08:00,0,0,0.000000
2015-12-27T23:35:12-08:00,1000,1022787,0.511300
2015-12-27T23:35:13-08:00,2000,2041607,0.680248
2015-12-27T23:35:14-08:00,3000,3048832,0.762136
2015-12-27T23:35:15-08:00,4000,4065978,0.813137
2015-12-27T23:35:16-08:00,5000,5080124,0.846386
2015-12-27T23:35:17-08:00,5000,5080124,0.725692
2015-12-27T23:35:18-08:00,7000,7120523,0.890022
2015-12-27T23:35:19-08:00,8000,8131173,0.903423
2015-12-27T23:35:20-08:00,9000,9149804,0.914946
2015-12-27T23:35:21-08:00,11000,11182239,1.016527
2015-12-27T23:35:22-08:00,12000,12199594,1.016593
2015-12-27T23:35:23-08:00,12000,12199594,0.938402
2015-12-27T23:35:24-08:00,15000,15232383,1.087991
2015-12-27T23:35:25-08:00,16000,16235170,1.082311
2015-12-27T23:35:26-08:00,17000,17246258,1.077861
2015-12-27T23:35:27-08:00,19000,19253675,1.132538
2015-12-27T23:35:28-08:00,20000,20262967,1.125692
2015-12-27T23:35:29-08:00,22000,22292285,1.173252
2015-12-27T23:35:30-08:00,23000,23315047,1.165726
2015-12-27T23:35:31-08:00,24000,24329327,1.158515
2015-12-27T23:35:32-08:00,26000,26366625,1.198459
2015-12-27T23:35:33-08:00,27000,27378185,1.190334
2015-12-27T23:35:34-08:00,28000,28392653,1.183006
2015-12-27T23:35:35-08:00,29000,29408390,1.175912
2015-12-27T23:35:36-08:00,30000,30419006,1.169944
2015-12-27T23:35:37-08:00,31000,31415095,1.163504
2015-12-27T23:35:38-08:00,33000,33430060,1.193911
2015-12-27T23:35:39-08:00,34000,34441547,1.187623
2015-12-27T23:35:40-08:00,36000,36464235,1.215456
2015-12-27T23:35:41-08:00,38000,38484053,1.241374
2015-12-27T23:35:42-08:00,40000,40513989,1.266045
2015-12-27T23:35:43-08:00,42000,42541195,1.289111
2015-12-27T23:35:44-08:00,44000,44556048,1.310457
2015-12-27T23:35:45-08:00,47000,47614354,1.360393
2015-12-27T23:35:46-08:00,49000,49638872,1.378841
2015-12-27T23:35:47-08:00,50000,50651542,1.368945
2015-12-27T23:35:48-08:00,51000,51669660,1.359712
2015-12-27T23:35:49-08:00,53000,53700273,1.376888
2015-12-27T23:35:50-08:00,55000,55719182,1.392965
2015-12-27T23:35:51-08:00,56000,56731191,1.383672
2015-12-27T23:35:52-08:00,58000,58760715,1.399050
2015-12-27T23:35:53-08:00,60000,60793761,1.413795
2015-12-27T23:35:54-08:00,62000,62814906,1.427598
2015-12-27T23:35:55-08:00,63000,63829802,1.418427
2015-12-27T23:35:56-08:00,65000,65863620,1.431804
2015-12-27T23:35:57-08:00,67000,67895973,1.444583
2015-12-27T23:35:58-08:00,68000,68913829,1.435692
2015-12-27T23:35:59-08:00,70000,70938362,1.447709
2015-12-27T23:36:00-08:00,72000,72978282,1.459553
2015-12-27T23:36:01-08:00,73000,73993472,1.450840
2015-12-27T23:36:02-08:00,75000,76027125,1.462047
2015-12-27T23:36:03-08:00,77000,78058943,1.472798
2015-12-27T23:36:04-08:00,79000,80101904,1.483357
2015-12-27T23:36:05-08:00,80000,81113427,1.474779
2015-12-27T23:36:06-08:00,82000,83137034,1.484579
2015-12-27T23:36:07-08:00,84000,85133367,1.493556
2015-12-27T23:36:08-08:00,85000,86142022,1.485195
2015-12-27T23:36:09-08:00,86000,87154347,1.477182
2015-12-27T23:36:10-08:00,88000,89187464,1.486447
2015-12-27T23:36:11-08:00,89000,90201545,1.478703
2015-12-27T23:36:12-08:00,90000,91222379,1.471319
2015-12-27T23:36:13-08:00,92000,93245265,1.480075
2015-12-27T23:36:14-08:00,93000,94265024,1.472881
2015-12-27T23:36:15-08:00,94000,95274291,1.465749
2015-12-27T23:36:16-08:00,96000,97296504,1.474179
2015-12-27T23:36:17-08:00,97000,98316284,1.467397
2015-12-27T23:36:18-08:00,99000,100337640,1.475545
2015-12-27T23:36:19-08:00,100000,101347173,1.480805
