date,queries_finished,avg_queries_per_second,queries_per_second
2016-11-16T03:46:17-08:00,0,0.000000,0.000000
2016-11-16T03:46:22-08:00,156,31.198580,31.198582
2016-11-16T03:46:27-08:00,325,32.499204,33.799883
2016-11-16T03:46:32-08:00,471,31.399603,29.200324
2016-11-16T03:46:37-08:00,633,31.649640,32.399755
2016-11-16T03:46:42-08:00,797,31.879725,32.800076
2016-11-16T03:46:47-08:00,957,31.899791,32.000124
2016-11-16T03:46:52-08:00,1119,31.971221,32.399800
2016-11-16T03:46:57-08:00,1284,32.099814,32.999971
2016-11-16T03:47:02-08:00,1446,32.133173,32.400044
2016-11-16T03:47:07-08:00,1608,32.159862,32.400070
2016-11-16T03:47:12-08:00,1770,32.181706,32.400148
2016-11-16T03:47:17-08:00,1944,32.399925,34.800369
2016-11-16T03:47:17-08:00,1945,32.403718,41.948594
