date,queries_finished,avg_queries_per_second,queries_per_second
2016-10-29T04:12:49-07:00,0,0.000000,0.000000
2016-10-29T04:12:54-07:00,27244,5448.498494,5448.498785
2016-10-29T04:12:59-07:00,54572,5457.043487,5465.588934
2016-10-29T04:13:04-07:00,81920,5461.218867,5469.569820
2016-10-29T04:13:09-07:00,109254,5462.596335,5466.728773
2016-10-29T04:13:14-07:00,136602,5464.005482,5469.642220
2016-10-29T04:13:19-07:00,163965,5465.435956,5472.588407
2016-10-29T04:13:24-07:00,191246,5464.118375,5456.212783
2016-10-29T04:13:29-07:00,218599,5464.928736,5470.601314
2016-10-29T04:13:34-07:00,245942,5465.335317,5468.587989
2016-10-29T04:13:39-07:00,273283,5465.622558,5468.207752
2016-10-29T04:13:44-07:00,300623,5465.838051,5467.992991
2016-10-29T04:13:49-07:00,327995,5466.562077,5474.526594
2016-10-29T04:13:49-07:00,327995,5466.559233,5474.492421
