date,queries_finished,avg_queries_per_second,queries_per_second
2016-10-12T02:56:49-07:00,0,0.000000,0.000000
2016-10-12T02:56:54-07:00,341,68.195392,68.195394
2016-10-12T02:56:59-07:00,666,66.597803,65.000105
2016-10-12T02:57:04-07:00,1077,71.798512,82.200310
2016-10-12T02:57:09-07:00,1371,68.549118,58.800632
2016-10-12T02:57:14-07:00,1738,69.519226,73.399688
2016-10-12T02:57:19-07:00,2010,66.999360,54.399911
2016-10-12T02:57:24-07:00,2316,66.170897,61.200070
2016-10-12T02:57:29-07:00,2659,66.474562,68.600241
2016-10-12T02:57:34-07:00,2999,66.644089,68.000317
2016-10-12T02:57:39-07:00,3340,66.799654,68.199746
2016-10-12T02:57:44-07:00,3667,66.672407,65.399923
2016-10-12T02:57:49-07:00,3992,66.533090,65.000586
2016-10-12T02:57:49-07:00,3993,66.540249,116.649228
