date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-07T02:50:34-07:00,0,0.000000,0.000000
2016-06-07T02:50:39-07:00,97,19.398809,19.398809
2016-06-07T02:50:44-07:00,197,19.699397,20.000003
2016-06-07T02:50:49-07:00,298,19.865651,20.198138
2016-06-07T02:50:54-07:00,397,19.849137,19.799595
2016-06-07T02:50:59-07:00,497,19.879718,20.002058
2016-06-07T02:51:04-07:00,598,19.933144,20.200284
2016-06-07T02:51:09-07:00,697,19.914095,19.799805
2016-06-07T02:51:14-07:00,797,19.924833,20.000000
2016-06-07T02:51:19-07:00,898,19.955402,20.199951
2016-06-07T02:51:24-07:00,997,19.939864,19.800018
2016-06-07T02:51:29-07:00,1097,19.945335,20.000052
2016-06-07T02:51:34-07:00,1197,19.949906,20.000190
2016-06-07T02:51:34-07:00,1198,19.957572,36.954008
