date,queries_finished,avg_queries_per_second,queries_per_second
2016-09-04T04:03:02-07:00,0,0.000000,0.000000
2016-09-04T04:03:07-07:00,26309,5261.455659,5261.455929
2016-09-04T04:03:12-07:00,52594,5259.215132,5256.974469
2016-09-04T04:03:17-07:00,78868,5257.763102,5254.858909
2016-09-04T04:03:22-07:00,105130,5256.402409,5252.320312
2016-09-04T04:03:27-07:00,131452,5258.004595,5264.413475
2016-09-04T04:03:32-07:00,157719,5257.242870,5253.434166
2016-09-04T04:03:37-07:00,184005,5257.243554,5257.247653
2016-09-04T04:03:42-07:00,210375,5259.332410,5273.954396
2016-09-04T04:03:47-07:00,236672,5259.345924,5259.454034
2016-09-04T04:03:52-07:00,262953,5259.024565,5256.132361
2016-09-04T04:03:57-07:00,289239,5258.858195,5257.194484
2016-09-04T04:04:02-07:00,315532,5258.840882,5258.650433
2016-09-04T04:04:02-07:00,315533,5258.849565,5258.754629
