date,queries_finished,avg_queries_per_second,queries_per_second
2016-10-20T04:06:04-07:00,0,0.000000,0.000000
2016-10-20T04:06:09-07:00,665,132.993670,132.993675
2016-10-20T04:06:14-07:00,1417,141.695905,150.398466
2016-10-20T04:06:19-07:00,2166,144.397349,149.800409
2016-10-20T04:06:24-07:00,2913,145.647922,149.399703
2016-10-20T04:06:29-07:00,3661,146.438355,149.600135
2016-10-20T04:06:34-07:00,4406,146.865546,149.001545
2016-10-20T04:06:39-07:00,5152,147.198872,149.198829
2016-10-20T04:06:44-07:00,5896,147.398902,148.799116
2016-10-20T04:06:49-07:00,6637,147.487954,148.200370
2016-10-20T04:06:54-07:00,7385,147.699222,149.600662
2016-10-20T04:06:59-07:00,8133,147.872159,149.601555
2016-10-20T04:07:04-07:00,8889,148.149566,151.201075
2016-10-20T04:07:04-07:00,8890,148.165027,2047.866840
