date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-08T11:43:53-07:00,0,0.000000,0.000000
2016-06-08T11:43:58-07:00,91,18.199018,18.199019
2016-06-08T11:44:03-07:00,181,18.099417,17.999812
2016-06-08T11:44:08-07:00,275,18.332943,18.800009
2016-06-08T11:44:13-07:00,367,18.349693,18.399944
2016-06-08T11:44:18-07:00,461,18.439770,18.800089
2016-06-08T11:44:23-07:00,555,18.499811,18.800017
2016-06-08T11:44:28-07:00,648,18.514128,18.600035
2016-06-08T11:44:33-07:00,742,18.549860,18.799983
2016-06-08T11:44:38-07:00,835,18.555436,18.600045
2016-06-08T11:44:43-07:00,928,18.559890,18.599972
2016-06-08T11:44:48-07:00,1021,18.563531,18.599949
2016-06-08T11:44:53-07:00,1116,18.599900,18.999962
2016-06-08T11:44:53-07:00,1117,18.600672,19.502956
