date,queries_finished,avg_queries_per_second,queries_per_second
2017-04-30T02:17:39-07:00,0,0.000000,0.000000
2017-04-30T02:17:44-07:00,157,31.398402,31.398404
2017-04-30T02:17:49-07:00,323,32.299190,33.200025
2017-04-30T02:17:54-07:00,488,32.532903,33.000347
2017-04-30T02:17:59-07:00,647,32.349520,31.799371
2017-04-30T02:18:04-07:00,828,33.119648,36.200226
2017-04-30T02:18:09-07:00,992,33.066442,32.800407
2017-04-30T02:18:14-07:00,1156,33.028348,32.799787
2017-04-30T02:18:19-07:00,1321,33.024774,32.999757
2017-04-30T02:18:24-07:00,1485,32.999794,32.799948
2017-04-30T02:18:29-07:00,1644,32.879864,31.800471
2017-04-30T02:18:34-07:00,1806,32.836197,32.399531
2017-04-30T02:18:39-07:00,1970,32.833257,32.800913
2017-04-30T02:18:39-07:00,1971,32.841737,66.861555
