date,queries_finished,avg_queries_per_second,queries_per_second
2016-10-27T00:21:37-07:00,0,0.000000,0.000000
2016-10-27T00:21:42-07:00,473,94.592550,94.592555
2016-10-27T00:21:47-07:00,1075,107.495456,120.399303
2016-10-27T00:21:52-07:00,1737,115.797063,132.401119
2016-10-27T00:21:57-07:00,2377,118.847634,127.999549
2016-10-27T00:22:02-07:00,3028,121.118375,130.201633
2016-10-27T00:22:07-07:00,3616,120.532000,117.600086
2016-10-27T00:22:12-07:00,4335,123.855993,143.800198
2016-10-27T00:22:17-07:00,4979,124.474014,128.800204
2016-10-27T00:22:22-07:00,5631,125.132326,130.398821
2016-10-27T00:22:27-07:00,6325,126.499094,138.800109
2016-10-27T00:22:32-07:00,6960,126.544679,127.000533
2016-10-27T00:22:37-07:00,7582,126.366048,124.401080
2016-10-27T00:22:37-07:00,7583,126.363985,112.447120
