date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-06T20:48:03-07:00,0,0.000000,0.000000
2016-06-06T20:48:08-07:00,3452,690.355747,690.355780
2016-06-06T20:48:13-07:00,6914,691.376853,692.398022
2016-06-06T20:48:18-07:00,10383,692.184307,693.799266
2016-06-06T20:48:23-07:00,13851,692.537803,693.598315
2016-06-06T20:48:28-07:00,17321,692.831127,694.004450
2016-06-06T20:48:33-07:00,20784,692.791993,692.596319
2016-06-06T20:48:38-07:00,24250,692.850302,693.200163
2016-06-06T20:48:43-07:00,27723,693.069052,694.600318
2016-06-06T20:48:48-07:00,31188,693.061271,692.999024
2016-06-06T20:48:53-07:00,34654,693.070932,693.157870
2016-06-06T20:48:58-07:00,38115,692.995817,692.244614
2016-06-06T20:49:03-07:00,41580,692.996786,693.007448
2016-06-06T20:49:03-07:00,41581,693.000500,891.705887
