date,queries_finished,avg_queries_per_second,queries_per_second
2017-02-07T00:55:14-08:00,0,0.000000,0.000000
2017-02-07T00:55:19-08:00,100,19.999080,19.999081
2017-02-07T00:55:24-08:00,199,19.899551,19.800018
2017-02-07T00:55:29-08:00,307,20.466423,21.600203
2017-02-07T00:55:34-08:00,458,22.899694,30.199463
2017-02-07T00:55:39-08:00,626,25.039776,33.600296
2017-02-07T00:55:44-08:00,786,26.199809,32.000026
2017-02-07T00:55:49-08:00,934,26.685566,29.600143
2017-02-07T00:55:54-08:00,1087,27.174862,30.599951
2017-02-07T00:55:59-08:00,1239,27.533180,30.399715
2017-02-07T00:56:04-08:00,1394,27.879882,31.000234
2017-02-07T00:56:09-08:00,1559,28.345345,32.999997
2017-02-07T00:56:14-08:00,1701,28.349924,28.400288
2017-02-07T00:56:14-08:00,1702,28.366264,1450.846061
