date,queries_finished,avg_queries_per_second,queries_per_second
2018-01-26T01:54:41-08:00,0,0.000000,0.000000
2018-01-26T01:54:46-08:00,34568,6913.186894,6913.187153
2018-01-26T01:54:51-08:00,69214,6921.155216,6929.123927
2018-01-26T01:54:56-08:00,103878,6925.033486,6932.790290
2018-01-26T01:55:01-08:00,138500,6924.866730,6924.366450
2018-01-26T01:55:06-08:00,173186,6927.332416,6937.195347
2018-01-26T01:55:11-08:00,207863,6928.694569,6935.505542
2018-01-26T01:55:16-08:00,242518,6929.013484,6930.926974
2018-01-26T01:55:21-08:00,277187,6929.613605,6933.814507
2018-01-26T01:55:26-08:00,311787,6928.551524,6920.054728
2018-01-26T01:55:31-08:00,346482,6929.590456,6938.940830
2018-01-26T01:55:36-08:00,381158,6930.101522,6935.212234
2018-01-26T01:55:41-08:00,415846,6930.727616,6937.614704
2018-01-26T01:55:41-08:00,415846,6930.726531,6937.601675
