date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-06T20:51:46-07:00,0,0.000000,0.000000
2016-06-06T20:51:51-07:00,6446,1289.120946,1289.120998
2016-06-06T20:51:56-07:00,12901,1290.059577,1290.998265
2016-06-06T20:52:01-07:00,19355,1290.307070,1290.802073
2016-06-06T20:52:06-07:00,25785,1289.232253,1286.007715
2016-06-06T20:52:11-07:00,32330,1293.184227,1308.992248
2016-06-06T20:52:16-07:00,38779,1292.619330,1289.794821
2016-06-06T20:52:21-07:00,45201,1291.445510,1284.402503
2016-06-06T20:52:26-07:00,51626,1290.640121,1285.002335
2016-06-06T20:52:31-07:00,58094,1290.969722,1293.606568
2016-06-06T20:52:36-07:00,64647,1292.931853,1310.591021
2016-06-06T20:52:41-07:00,71179,1294.156106,1306.398702
2016-06-06T20:52:46-07:00,77748,1295.795132,1313.824860
2016-06-06T20:52:46-07:00,77749,1295.803618,2640.068853
