date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-06T19:32:15-07:00,0,0.000000,0.000000
2016-06-06T19:32:20-07:00,12,2.399841,2.399842
2016-06-06T19:32:25-07:00,26,2.599927,2.800027
2016-06-06T19:32:30-07:00,40,2.666604,2.799961
2016-06-06T19:32:35-07:00,53,2.649966,2.600051
2016-06-06T19:32:40-07:00,67,2.679970,2.799984
2016-06-06T19:32:45-07:00,81,2.699969,2.799963
2016-06-06T19:32:50-07:00,95,2.714260,2.800013
2016-06-06T19:32:55-07:00,108,2.699978,2.599999
2016-06-06T19:33:00-07:00,122,2.711091,2.799999
2016-06-06T19:33:05-07:00,136,2.719982,2.800002
2016-06-06T19:33:10-07:00,151,2.745438,2.999998
2016-06-06T19:33:15-07:00,165,2.749989,2.800048
2016-06-06T19:33:15-07:00,166,2.759428,6.363139
