date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-08T11:17:03-07:00,0,0.000000,0.000000
2016-06-08T11:17:08-07:00,23,4.599701,4.599701
2016-06-08T11:17:13-07:00,47,4.699842,4.799989
2016-06-08T11:17:18-07:00,72,4.799891,4.999998
2016-06-08T11:17:23-07:00,96,4.799913,4.799977
2016-06-08T11:17:28-07:00,121,4.839942,5.000063
2016-06-08T11:17:33-07:00,144,4.799943,4.599949
2016-06-08T11:17:38-07:00,168,4.799942,4.799933
2016-06-08T11:17:43-07:00,193,4.824958,5.000075
2016-06-08T11:17:48-07:00,217,4.822184,4.799997
2016-06-08T11:17:53-07:00,241,4.819965,4.799987
2016-06-08T11:17:58-07:00,265,4.818159,4.800097
2016-06-08T11:18:03-07:00,290,4.833313,5.000008
2016-06-08T11:18:03-07:00,291,4.840334,8.363909
