date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-07T03:29:43-07:00,0,0.000000,0.000000
2016-06-07T03:29:48-07:00,61,12.199238,12.199240
2016-06-07T03:29:53-07:00,122,12.199600,12.199963
2016-06-07T03:29:58-07:00,185,12.333064,12.599999
2016-06-07T03:30:03-07:00,246,12.299797,12.199994
2016-06-07T03:30:08-07:00,308,12.319833,12.399977
2016-06-07T03:30:13-07:00,370,12.333203,12.400057
2016-06-07T03:30:18-07:00,432,12.342739,12.399952
2016-06-07T03:30:23-07:00,493,12.324893,12.199975
2016-06-07T03:30:28-07:00,556,12.355464,12.600031
2016-06-07T03:30:33-07:00,617,12.339917,12.199992
2016-06-07T03:30:38-07:00,680,12.363570,12.600106
2016-06-07T03:30:43-07:00,742,12.366610,12.400048
2016-06-07T03:30:43-07:00,743,12.360462,9.029819
