date,queries_finished,avg_queries_per_second,queries_per_second
2016-12-03T03:42:18-08:00,0,0.000000,0.000000
2016-12-03T03:42:23-08:00,99,19.799207,19.799208
2016-12-03T03:42:28-08:00,232,23.199519,26.599963
2016-12-03T03:42:33-08:00,378,25.199651,29.199997
2016-12-03T03:42:38-08:00,544,27.199759,33.200203
2016-12-03T03:42:43-08:00,677,27.079792,26.599921
2016-12-03T03:42:48-08:00,823,27.433165,29.200047
2016-12-03T03:42:53-08:00,969,27.685553,29.199883
2016-12-03T03:42:58-08:00,1123,28.074865,30.800073
2016-12-03T03:43:03-08:00,1272,28.266561,29.800140
2016-12-03T03:43:08-08:00,1411,28.219897,27.799923
2016-12-03T03:43:13-08:00,1555,28.272629,28.799947
2016-12-03T03:43:18-08:00,1709,28.483270,30.800361
2016-12-03T03:43:18-08:00,1710,28.487788,39.081303
