date,queries_finished,avg_queries_per_second,queries_per_second
2016-08-17T03:25:05-07:00,0,0.000000,0.000000
2016-08-17T03:25:10-07:00,29,5.799580,5.799580
2016-08-17T03:25:15-07:00,58,5.799802,5.800024
2016-08-17T03:25:20-07:00,88,5.866529,5.999986
2016-08-17T03:25:25-07:00,118,5.899898,6.000008
2016-08-17T03:25:30-07:00,147,5.879924,5.800027
2016-08-17T03:25:35-07:00,177,5.899941,6.000026
2016-08-17T03:25:40-07:00,207,5.914229,5.999958
2016-08-17T03:25:45-07:00,238,5.949952,6.200019
2016-08-17T03:25:50-07:00,267,5.933290,5.799995
2016-08-17T03:25:55-07:00,297,5.939959,5.999973
2016-08-17T03:26:00-07:00,326,5.927234,5.799987
2016-08-17T03:26:05-07:00,356,5.933305,6.000091
2016-08-17T03:26:05-07:00,357,5.945369,21.525854
