date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-08T11:31:20-07:00,0,0.000000,0.000000
2016-06-08T11:31:25-07:00,25,4.999683,4.999683
2016-06-08T11:31:30-07:00,51,5.099810,5.199942
2016-06-08T11:31:35-07:00,76,5.066558,5.000050
2016-06-08T11:31:40-07:00,103,5.149906,5.399955
2016-06-08T11:31:45-07:00,128,5.119924,4.999995
2016-06-08T11:31:50-07:00,155,5.166604,5.400004
2016-06-08T11:31:55-07:00,181,5.171382,5.200055
2016-06-08T11:32:00-07:00,206,5.149953,4.999949
2016-06-08T11:32:05-07:00,232,5.155513,5.199996
2016-06-08T11:32:10-07:00,258,5.159964,5.200016
2016-06-08T11:32:15-07:00,284,5.163601,5.199976
2016-06-08T11:32:20-07:00,310,5.166642,5.200095
2016-06-08T11:32:21-07:00,311,5.172158,7.730252
