date,queries_finished,avg_queries_per_second,queries_per_second
2016-08-11T13:25:53-07:00,0,0.000000,0.000000
2016-08-11T13:25:58-07:00,27783,5556.225295,5556.225592
2016-08-11T13:26:03-07:00,55387,5538.504427,5520.782420
2016-08-11T13:26:08-07:00,82969,5531.140289,5516.411464
2016-08-11T13:26:13-07:00,110515,5525.648827,5509.174141
2016-08-11T13:26:18-07:00,138030,5521.107505,5502.942077
2016-08-11T13:26:23-07:00,165628,5520.883032,5519.760612
2016-08-11T13:26:28-07:00,193207,5520.145964,5515.723579
2016-08-11T13:26:33-07:00,220828,5520.659046,5524.250685
2016-08-11T13:26:38-07:00,248412,5520.229398,5516.792197
2016-08-11T13:26:43-07:00,276023,5520.425424,5522.189670
2016-08-11T13:26:48-07:00,303625,5520.420122,5520.367093
2016-08-11T13:26:53-07:00,331266,5521.083945,5528.386290
2016-08-11T13:26:53-07:00,331266,5521.075587,0.000000
