date,queries_finished,avg_queries_per_second,queries_per_second
2016-09-20T03:51:08-07:00,0,0.000000,0.000000
2016-09-20T03:51:13-07:00,30,5.999612,5.999612
2016-09-20T03:51:18-07:00,61,6.099786,6.199965
2016-09-20T03:51:23-07:00,91,6.066535,6.000032
2016-09-20T03:51:28-07:00,121,6.049886,5.999935
2016-09-20T03:51:33-07:00,151,6.039918,6.000045
2016-09-20T03:51:38-07:00,181,6.033263,5.999991
2016-09-20T03:51:43-07:00,211,6.028513,6.000014
2016-09-20T03:51:48-07:00,241,6.024948,5.999992
2016-09-20T03:51:53-07:00,272,6.044400,6.200012
2016-09-20T03:51:58-07:00,302,6.039964,6.000044
2016-09-20T03:52:03-07:00,333,6.054509,6.199961
2016-09-20T03:52:08-07:00,363,6.049973,6.000074
2016-09-20T03:52:08-07:00,364,6.060821,17.361360
