date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-07T04:13:59-07:00,0,0.000000,0.000000
2016-06-07T04:14:04-07:00,5916,1183.155740,1183.155777
2016-06-07T04:14:09-07:00,12718,1271.778753,1360.405435
2016-06-07T04:14:14-07:00,20832,1388.781700,1622.790074
2016-06-07T04:14:19-07:00,29036,1451.785201,1640.797957
2016-06-07T04:14:24-07:00,37372,1494.868818,1667.205624
2016-06-07T04:14:29-07:00,45917,1530.555873,1708.991609
2016-06-07T04:14:34-07:00,54440,1555.419154,1704.599880
2016-06-07T04:14:39-07:00,62968,1574.191658,1705.599981
2016-06-07T04:14:44-07:00,71508,1589.061917,1708.026465
2016-06-07T04:14:49-07:00,80026,1600.503452,1703.469698
2016-06-07T04:14:54-07:00,88569,1610.341232,1708.727385
2016-06-07T04:14:59-07:00,97113,1618.546468,1708.804537
2016-06-07T04:14:59-07:00,97114,1618.556184,3880.963100
