date,queries_finished,avg_queries_per_second,queries_per_second
2016-07-28T01:15:25-07:00,0,0.000000,0.000000
2016-07-28T01:15:30-07:00,67,13.399066,13.399066
2016-07-28T01:15:35-07:00,137,13.699531,14.000018
2016-07-28T01:15:40-07:00,209,13.933075,14.400186
2016-07-28T01:15:45-07:00,280,13.999762,14.199822
2016-07-28T01:15:50-07:00,346,13.839799,13.199940
2016-07-28T01:15:55-07:00,415,13.833172,13.800035
2016-07-28T01:16:00-07:00,484,13.828434,13.800007
2016-07-28T01:16:05-07:00,550,13.749894,13.200107
2016-07-28T01:16:10-07:00,619,13.755450,13.799891
2016-07-28T01:16:15-07:00,689,13.779899,13.999946
2016-07-28T01:16:20-07:00,757,13.763549,13.600041
2016-07-28T01:16:25-07:00,827,13.783270,14.000209
2016-07-28T01:16:25-07:00,828,13.788061,19.351422
