date,queries_finished,avg_queries_per_second,queries_per_second
2016-07-28T00:37:28-07:00,0,0.000000,0.000000
2016-07-28T00:37:33-07:00,12,2.399840,2.399840
2016-07-28T00:37:38-07:00,25,2.499902,2.599969
2016-07-28T00:37:43-07:00,40,2.666600,3.000012
2016-07-28T00:37:48-07:00,53,2.649950,2.599998
2016-07-28T00:37:53-07:00,67,2.679958,2.799990
2016-07-28T00:37:58-07:00,82,2.733299,3.000008
2016-07-28T00:38:03-07:00,96,2.742826,2.799992
2016-07-28T00:38:08-07:00,111,2.774977,3.000034
2016-07-28T00:38:13-07:00,124,2.755532,2.599973
2016-07-28T00:38:18-07:00,137,2.739978,2.599999
2016-07-28T00:38:23-07:00,152,2.763617,3.000004
2016-07-28T00:38:28-07:00,166,2.766653,2.800045
2016-07-28T00:38:28-07:00,167,2.779483,12.076517
