date,queries_finished,avg_queries_per_second,queries_per_second
2016-11-25T04:14:45-08:00,0,0.000000,0.000000
2016-11-25T04:14:50-08:00,501,100.193838,100.193841
2016-11-25T04:14:55-08:00,1113,111.295651,122.397961
2016-11-25T04:15:00-08:00,1761,117.397064,129.600406
2016-11-25T04:15:05-08:00,2305,115.248252,108.801561
2016-11-25T04:15:10-08:00,2881,115.238674,115.200359
2016-11-25T04:15:15-08:00,3492,116.398729,122.199025
2016-11-25T04:15:20-08:00,4129,117.970223,127.399236
2016-11-25T04:15:25-08:00,4777,119.423991,129.600506
2016-11-25T04:15:30-08:00,5445,120.999141,133.600499
2016-11-25T04:15:35-08:00,6083,121.659190,127.599653
2016-11-25T04:15:40-08:00,6711,122.017480,125.600414
2016-11-25T04:15:45-08:00,7286,121.432850,115.001786
2016-11-25T04:15:45-08:00,7287,121.448491,1974.263501
