date,queries_finished,avg_queries_per_second,queries_per_second
2016-08-13T03:58:04-07:00,0,0.000000,0.000000
2016-08-13T03:58:09-07:00,64,12.799135,12.799135
2016-08-13T03:58:14-07:00,133,13.299555,13.800010
2016-08-13T03:58:19-07:00,202,13.466409,13.800130
2016-08-13T03:58:24-07:00,271,13.549775,13.799878
2016-08-13T03:58:29-07:00,338,13.519817,13.399979
2016-08-13T03:58:34-07:00,402,13.399843,12.799968
2016-08-13T03:58:39-07:00,471,13.457023,13.800108
2016-08-13T03:58:44-07:00,536,13.399884,12.999914
2016-08-13T03:58:49-07:00,602,13.377672,13.199974
2016-08-13T03:58:54-07:00,670,13.399911,13.600060
2016-08-13T03:58:59-07:00,736,13.381732,13.199948
2016-08-13T03:59:04-07:00,802,13.366610,13.200257
2016-08-13T03:59:04-07:00,803,13.372490,20.661956
