date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-07T03:19:22-07:00,0,0.000000,0.000000
2016-06-07T03:19:27-07:00,67,13.399400,13.399400
2016-06-07T03:19:32-07:00,133,13.299731,13.200058
2016-06-07T03:19:37-07:00,199,13.266446,13.199875
2016-06-07T03:19:42-07:00,268,13.399823,13.799961
2016-06-07T03:19:47-07:00,334,13.359868,13.200044
2016-06-07T03:19:52-07:00,403,13.433214,13.799948
2016-06-07T03:19:57-07:00,468,13.371346,13.000130
2016-06-07T03:20:02-07:00,537,13.424911,13.799863
2016-06-07T03:20:07-07:00,603,13.399927,13.200050
2016-06-07T03:20:12-07:00,672,13.439931,13.799972
2016-06-07T03:20:17-07:00,738,13.418122,13.200028
2016-06-07T03:20:22-07:00,806,13.433298,13.600244
2016-06-07T03:20:22-07:00,807,13.444363,40.000411
