date,queries_finished,avg_queries_per_second,queries_per_second
2016-11-19T04:01:38-08:00,0,0.000000,0.000000
2016-11-19T04:01:43-08:00,8199,1639.702194,1639.702257
2016-11-19T04:01:48-08:00,17003,1700.249330,1760.800080
2016-11-19T04:01:53-08:00,25786,1719.029847,1756.591825
2016-11-19T04:01:58-08:00,34574,1728.672284,1757.600217
2016-11-19T04:02:03-08:00,43441,1737.617766,1773.400276
2016-11-19T04:02:08-08:00,52260,1741.980844,1763.796472
2016-11-19T04:02:13-08:00,61086,1745.299141,1765.209244
2016-11-19T04:02:18-08:00,69789,1744.710834,1740.592667
2016-11-19T04:02:23-08:00,78586,1746.342809,1759.398702
2016-11-19T04:02:28-08:00,87521,1750.406648,1786.981081
2016-11-19T04:02:33-08:00,96331,1751.461753,1762.012963
2016-11-19T04:02:38-08:00,105142,1752.361950,1762.264537
2016-11-19T04:02:38-08:00,105142,1752.358232,1762.219673
