date,queries_finished,avg_queries_per_second,queries_per_second
2016-10-10T03:56:28-07:00,0,0.000000,0.000000
2016-10-10T03:56:33-07:00,31,6.199667,6.199667
2016-10-10T03:56:38-07:00,61,6.099806,5.999940
2016-10-10T03:56:43-07:00,92,6.133187,6.199950
2016-10-10T03:56:48-07:00,123,6.149902,6.200048
2016-10-10T03:56:53-07:00,154,6.159909,6.199941
2016-10-10T03:56:58-07:00,186,6.199927,6.400017
2016-10-10T03:57:03-07:00,216,6.171365,5.999992
2016-10-10T03:57:08-07:00,247,6.174950,6.200049
2016-10-10T03:57:13-07:00,278,6.177734,6.199999
2016-10-10T03:57:18-07:00,310,6.199960,6.400000
2016-10-10T03:57:23-07:00,340,6.181779,5.999972
2016-10-10T03:57:28-07:00,372,6.199972,6.400090
2016-10-10T03:57:28-07:00,373,6.201193,6.691420
