date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-06T20:01:53-07:00,0,0.000000,0.000000
2016-06-06T20:01:58-07:00,98,19.598876,19.598877
2016-06-06T20:02:03-07:00,197,19.699435,19.800000
2016-06-06T20:02:08-07:00,298,19.866271,20.199950
2016-06-06T20:02:13-07:00,397,19.849710,19.800026
2016-06-06T20:02:18-07:00,497,19.879750,19.999912
2016-06-06T20:02:23-07:00,597,19.899794,20.000016
2016-06-06T20:02:28-07:00,697,19.914124,20.000106
2016-06-06T20:02:33-07:00,797,19.924839,19.999839
2016-06-06T20:02:38-07:00,898,19.955415,20.200030
2016-06-06T20:02:43-07:00,997,19.939890,19.800160
2016-06-06T20:02:48-07:00,1097,19.945352,19.999970
2016-06-06T20:02:53-07:00,1198,19.966525,20.199425
2016-06-06T20:02:53-07:00,1199,19.971792,29.200542
