date,docs_indexed,plaintext_bytes_indexed,avg_mb_per_second
2015-12-27T19:22:43-08:00,0,0,0.000000
2015-12-27T19:22:44-08:00,0,0,0.000000
2015-12-27T19:22:45-08:00,1000,1022787,0.511273
2015-12-27T19:22:46-08:00,2000,2041607,0.680215
2015-12-27T19:22:47-08:00,3000,3048832,0.762136
2015-12-27T19:22:48-08:00,4000,4065978,0.813096
2015-12-27T19:22:49-08:00,5000,5080124,0.846636
2015-12-27T19:22:50-08:00,6000,6100702,0.871483
2015-12-27T19:22:51-08:00,8000,8131173,1.016342
2015-12-27T19:22:52-08:00,9000,9149804,1.016598
2015-12-27T19:22:53-08:00,10000,10167406,1.016696
2015-12-27T19:22:54-08:00,12000,12199594,1.109003
2015-12-27T19:22:55-08:00,13000,13210416,1.100827
2015-12-27T19:22:56-08:00,15000,15232383,1.171678
2015-12-27T19:22:57-08:00,15000,15232383,1.087930
2015-12-27T19:22:58-08:00,16000,16235170,1.082315
2015-12-27T19:22:59-08:00,17000,17246258,1.077864
2015-12-27T19:23:00-08:00,19000,19253675,1.132538
2015-12-27T19:23:01-08:00,20000,20262967,1.125692
2015-12-27T19:23:02-08:00,22000,22292285,1.173254
2015-12-27T19:23:03-08:00,23000,23315047,1.165722
2015-12-27T19:23:04-08:00,24000,24329327,1.158512
2015-12-27T19:23:05-08:00,25000,25346473,1.152087
2015-12-27T19:23:06-08:00,27000,27378185,1.190332
2015-12-27T19:23:07-08:00,28000,28392653,1.183005
2015-12-27T19:23:08-08:00,30000,30419006,1.216740
2015-12-27T19:23:09-08:00,31000,31415095,1.208252
2015-12-27T19:23:10-08:00,32000,32420164,1.200714
2015-12-27T19:23:11-08:00,32000,32420164,1.157847
2015-12-27T19:23:12-08:00,34000,34441547,1.187624
2015-12-27T19:23:13-08:00,35000,35456989,1.181884
2015-12-27T19:23:14-08:00,37000,37474099,1.208821
2015-12-27T19:23:15-08:00,38000,38484053,1.202607
2015-12-27T19:23:16-08:00,38000,38484053,1.166168
2015-12-27T19:23:17-08:00,39000,39498320,1.161700
2015-12-27T19:23:18-08:00,41000,41528758,1.186520
2015-12-27T19:23:19-08:00,42000,42541195,1.181685
2015-12-27T19:23:20-08:00,44000,44556048,1.204202
2015-12-27T19:23:21-08:00,44000,44556048,1.172515
2015-12-27T19:23:22-08:00,46000,46598320,1.194814
2015-12-27T19:23:23-08:00,47000,47614354,1.190345
2015-12-27T19:23:24-08:00,48000,48626994,1.186011
2015-12-27T19:23:25-08:00,49000,49638872,1.181865
2015-12-27T19:23:26-08:00,50000,50651542,1.177931
2015-12-27T19:23:27-08:00,52000,52685121,1.197377
2015-12-27T19:23:28-08:00,53000,53700273,1.193327
2015-12-27T19:23:29-08:00,54000,54709392,1.189323
2015-12-27T19:23:30-08:00,56000,56731191,1.207034
2015-12-27T19:23:31-08:00,57000,57747920,1.203070
2015-12-27T19:23:32-08:00,59000,59777079,1.219929
2015-12-27T19:23:33-08:00,60000,60793761,1.215864
2015-12-27T19:23:34-08:00,62000,62814906,1.231654
2015-12-27T19:23:35-08:00,64000,64845859,1.247025
2015-12-27T19:23:36-08:00,65000,65863620,1.242699
2015-12-27T19:23:37-08:00,67000,67895973,1.257323
2015-12-27T19:23:38-08:00,69000,69928350,1.271414
2015-12-27T19:23:39-08:00,71000,71957053,1.284937
2015-12-27T19:23:40-08:00,72000,72978282,1.280311
2015-12-27T19:23:41-08:00,74000,75005393,1.293187
2015-12-27T19:23:42-08:00,75000,76027125,1.288586
2015-12-27T19:23:43-08:00,77000,78058943,1.300973
2015-12-27T19:23:44-08:00,79000,80101904,1.313137
2015-12-27T19:23:45-08:00,81000,82125309,1.324593
2015-12-27T19:23:46-08:00,83000,84142708,1.335589
2015-12-27T19:23:47-08:00,85000,86142022,1.345960
2015-12-27T19:23:48-08:00,86000,87154347,1.340826
2015-12-27T19:23:49-08:00,88000,89187464,1.351316
2015-12-27T19:23:50-08:00,88000,89187464,1.331145
2015-12-27T19:23:51-08:00,90000,91222379,1.341496
2015-12-27T19:23:52-08:00,91000,92232589,1.336696
2015-12-27T19:23:53-08:00,92000,93245265,1.332067
2015-12-27T19:23:54-08:00,95000,96285688,1.356128
2015-12-27T19:23:55-08:00,98000,99323751,1.379488
2015-12-27T19:23:56-08:00,100000,101347173,1.395933
