date,queries_finished,avg_queries_per_second,queries_per_second
2016-09-15T03:38:12-07:00,0,0.000000,0.000000
2016-09-15T03:38:17-07:00,13059,2611.682696,2611.682852
2016-09-15T03:38:22-07:00,26225,2622.438128,2633.194018
2016-09-15T03:38:27-07:00,39681,2645.359096,2691.202150
2016-09-15T03:38:32-07:00,53416,2670.767447,2746.993501
2016-09-15T03:38:37-07:00,66856,2674.218263,2688.021804
2016-09-15T03:38:42-07:00,80106,2670.178828,2649.981633
2016-09-15T03:38:47-07:00,94149,2689.956006,2808.620897
2016-09-15T03:38:52-07:00,108251,2706.259086,2820.380512
2016-09-15T03:38:57-07:00,121673,2703.830787,2684.404249
2016-09-15T03:39:02-07:00,135304,2706.067512,2726.198122
2016-09-15T03:39:07-07:00,149068,2710.315754,2752.798352
2016-09-15T03:39:12-07:00,162312,2705.191906,2648.828718
2016-09-15T03:39:12-07:00,162313,2705.201282,6184.138920
