date,queries_finished,avg_queries_per_second,queries_per_second
2016-08-15T03:41:01-07:00,0,0.000000,0.000000
2016-08-15T03:41:06-07:00,4064,812.749252,812.749294
2016-08-15T03:41:11-07:00,8166,816.575923,820.402847
2016-08-15T03:41:16-07:00,12232,815.450802,813.200491
2016-08-15T03:41:21-07:00,16298,814.887102,813.195978
2016-08-15T03:41:26-07:00,20372,814.870097,814.802075
2016-08-15T03:41:31-07:00,24441,814.691009,813.795566
2016-08-15T03:41:36-07:00,28513,814.649507,814.400490
2016-08-15T03:41:41-07:00,32594,814.843127,816.198480
2016-08-15T03:41:46-07:00,36666,814.794371,814.404318
2016-08-15T03:41:51-07:00,40747,814.934413,816.194788
2016-08-15T03:41:56-07:00,44826,815.013638,815.805901
2016-08-15T03:42:01-07:00,48912,815.196046,817.202555
2016-08-15T03:42:01-07:00,48913,815.210216,5442.147254
