date,queries_finished,avg_queries_per_second,queries_per_second
2018-01-10T01:58:07-08:00,0,0.000000,0.000000
2018-01-10T01:58:12-08:00,29,5.799317,5.799317
2018-01-10T01:58:17-08:00,58,5.799724,5.800132
2018-01-10T01:58:22-08:00,88,5.866536,6.000170
2018-01-10T01:58:27-08:00,118,5.899914,6.000052
2018-01-10T01:58:32-08:00,149,5.959905,6.199865
2018-01-10T01:58:37-08:00,178,5.933262,5.800042
2018-01-10T01:58:42-08:00,208,5.942804,6.000057
2018-01-10T01:58:47-08:00,238,5.949940,5.999894
2018-01-10T01:58:52-08:00,268,5.955513,6.000096
2018-01-10T01:58:57-08:00,298,5.959958,5.999962
2018-01-10T01:59:02-08:00,328,5.963598,6.000004
2018-01-10T01:59:07-08:00,358,5.966640,6.000100
2018-01-10T01:59:07-08:00,359,5.975433,12.649135
