date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-07T03:09:31-07:00,0,0.000000,0.000000
2016-06-07T03:09:36-07:00,23,4.599729,4.599729
2016-06-07T03:09:41-07:00,47,4.699870,4.800019
2016-06-07T03:09:46-07:00,72,4.799921,5.000027
2016-06-07T03:09:51-07:00,97,4.849921,4.999923
2016-06-07T03:09:56-07:00,121,4.839935,4.799992
2016-06-07T03:10:01-07:00,145,4.833279,4.799999
2016-06-07T03:10:06-07:00,170,4.857097,5.000007
2016-06-07T03:10:11-07:00,194,4.849960,4.799996
2016-06-07T03:10:16-07:00,218,4.844412,4.800025
2016-06-07T03:10:21-07:00,242,4.839969,4.799987
2016-06-07T03:10:26-07:00,267,4.854517,4.999992
2016-06-07T03:10:31-07:00,292,4.866647,5.000082
2016-06-07T03:10:31-07:00,293,4.856691,3.040481
