date,queries_finished,avg_queries_per_second,queries_per_second
2016-09-03T02:43:24-07:00,0,0.000000,0.000000
2016-09-03T02:43:29-07:00,14361,2872.073315,2872.073412
2016-09-03T02:43:34-07:00,28790,2878.930617,2885.788194
2016-09-03T02:43:39-07:00,43165,2877.618909,2874.995433
2016-09-03T02:43:44-07:00,57565,2878.211791,2879.990462
2016-09-03T02:43:49-07:00,71990,2879.572244,2885.014156
2016-09-03T02:43:54-07:00,86373,2879.073027,2876.576938
2016-09-03T02:43:59-07:00,100767,2879.040799,2878.847423
2016-09-03T02:44:04-07:00,115200,2879.982427,2886.573800
2016-09-03T02:44:09-07:00,129591,2879.787492,2878.227991
2016-09-03T02:44:14-07:00,143977,2879.529115,2877.203708
2016-09-03T02:44:19-07:00,158407,2880.115477,2885.979073
2016-09-03T02:44:24-07:00,172785,2879.742185,2875.635908
2016-09-03T02:44:24-07:00,172786,2879.747962,4407.266701
