date,queries_finished,avg_queries_per_second,queries_per_second
2016-08-28T02:43:57-07:00,0,0.000000,0.000000
2016-08-28T02:44:02-07:00,14283,2856.467519,2856.467625
2016-08-28T02:44:07-07:00,28548,2854.724966,2852.982343
2016-08-28T02:44:12-07:00,42815,2854.284514,2853.403586
2016-08-28T02:44:17-07:00,57097,2854.813286,2856.399629
2016-08-28T02:44:22-07:00,71387,2855.456962,2858.031729
2016-08-28T02:44:27-07:00,85629,2854.277512,2848.380256
2016-08-28T02:44:32-07:00,99907,2854.465754,2855.595215
2016-08-28T02:44:37-07:00,114295,2857.360460,2877.623707
2016-08-28T02:44:42-07:00,128584,2857.410055,2857.806823
2016-08-28T02:44:47-07:00,142881,2857.606779,2859.377288
2016-08-28T02:44:52-07:00,157172,2857.661260,2858.206067
2016-08-28T02:44:57-07:00,171466,2857.757198,2858.812530
