date,docs_indexed,plaintext_bytes_indexed,avg_mb_per_second
2015-12-27T19:29:31-08:00,0,0,0.000000
2015-12-27T19:29:32-08:00,0,0,0.000000
2015-12-27T19:29:33-08:00,3000,3048832,1.523243
2015-12-27T19:29:34-08:00,7000,7111352,2.370060
2015-12-27T19:29:35-08:00,11000,11182239,2.794974
2015-12-27T19:29:36-08:00,15000,15232383,3.046079
2015-12-27T19:29:37-08:00,17000,17246258,2.874133
2015-12-27T19:29:38-08:00,23000,23315047,3.330443
2015-12-27T19:29:39-08:00,26000,26366625,3.295622
2015-12-27T19:29:40-08:00,31000,31415095,3.490342
2015-12-27T19:29:41-08:00,35000,35456989,3.545504
2015-12-27T19:29:42-08:00,38000,38484053,3.498370
2015-12-27T19:29:43-08:00,42000,42541195,3.544942
2015-12-27T19:29:44-08:00,46000,46598320,3.584314
2015-12-27T19:29:45-08:00,50000,50651542,3.617816
2015-12-27T19:29:46-08:00,54000,54709392,3.647153
2015-12-27T19:29:47-08:00,57000,57747920,3.609113
2015-12-27T19:29:48-08:00,62000,62814906,3.694868
2015-12-27T19:29:49-08:00,62000,62814906,3.489602
2015-12-27T19:29:50-08:00,62000,62814906,3.305808
2015-12-27T19:29:51-08:00,62000,62814906,3.140647
2015-12-27T19:29:52-08:00,62000,62814906,2.991101
2015-12-27T19:29:53-08:00,63000,63829802,2.901278
2015-12-27T19:29:54-08:00,66000,66881476,2.907817
2015-12-27T19:29:55-08:00,70000,70938362,2.955694
2015-12-27T19:29:56-08:00,73000,74000014,2.959936
2015-12-27T19:29:57-08:00,77000,78071483,3.002678
2015-12-27T19:29:58-08:00,81000,82125309,3.041613
2015-12-27T19:29:59-08:00,86000,87154347,3.112592
2015-12-27T19:30:00-08:00,90000,91222379,3.145536
2015-12-27T19:30:01-08:00,94000,95274291,3.175748
2015-12-27T19:30:02-08:00,96000,97296504,3.138544
2015-12-27T19:30:03-08:00,96000,97296504,3.040465
2015-12-27T19:30:04-08:00,96000,97296504,2.948330
2015-12-27T19:30:05-08:00,96000,97296504,2.861614
2015-12-27T19:30:06-08:00,96000,97296504,2.779851
2015-12-27T19:30:07-08:00,100000,101347173,2.828929
