date,queries_finished,avg_queries_per_second,queries_per_second
2016-09-12T14:10:10-07:00,0,0.000000,0.000000
2016-09-12T14:10:15-07:00,23631,4725.943703,4725.943904
2016-09-12T14:10:20-07:00,47345,4734.359366,4742.775443
2016-09-12T14:10:25-07:00,71055,4736.900509,4741.982926
2016-09-12T14:10:30-07:00,94778,4738.831478,4744.624537
2016-09-12T14:10:35-07:00,118496,4739.787680,4743.612553
2016-09-12T14:10:40-07:00,142234,4741.085596,4747.575213
2016-09-12T14:10:45-07:00,165947,4741.304188,4742.615762
2016-09-12T14:10:50-07:00,189681,4741.986227,4746.760498
2016-09-12T14:10:55-07:00,213422,4742.676554,4748.199213
2016-09-12T14:11:00-07:00,237174,4743.453318,4750.444310
2016-09-12T14:11:05-07:00,260860,4742.883515,4737.185471
2016-09-12T14:11:10-07:00,284611,4743.498311,4750.261184
2016-09-12T14:11:10-07:00,284611,4743.495606,4750.228689
