date,docs_indexed,plaintext_bytes_indexed,avg_mb_per_second
2015-12-27T23:14:01-08:00,0,0,0.000000
2015-12-27T23:14:02-08:00,0,0,0.000000
2015-12-27T23:14:03-08:00,1000,1022787,0.511201
2015-12-27T23:14:04-08:00,1000,1022787,0.339713
2015-12-27T23:14:05-08:00,2000,2041607,0.510144
2015-12-27T23:14:06-08:00,2000,2041607,0.408243
2015-12-27T23:14:07-08:00,2000,2041607,0.340245
2015-12-27T23:14:08-08:00,4000,4065978,0.580821
2015-12-27T23:14:09-08:00,5000,5080124,0.633402
2015-12-27T23:14:10-08:00,7000,7120523,0.791127
2015-12-27T23:14:11-08:00,8000,8131173,0.813080
2015-12-27T23:14:12-08:00,9000,9149804,0.831757
2015-12-27T23:14:13-08:00,10000,10167406,0.847251
2015-12-27T23:14:14-08:00,12000,12199594,0.938392
2015-12-27T23:14:15-08:00,13000,13210416,0.943569
2015-12-27T23:14:16-08:00,14000,14218243,0.947852
2015-12-27T23:14:17-08:00,15000,15232383,0.951997
2015-12-27T23:14:18-08:00,17000,17246258,1.014459
2015-12-27T23:14:19-08:00,18000,18250833,1.013908
2015-12-27T23:14:20-08:00,19000,19253675,1.013326
2015-12-27T23:14:21-08:00,20000,20262967,1.013110
2015-12-27T23:14:22-08:00,20000,20262967,0.964521
2015-12-27T23:14:23-08:00,21000,21274111,0.966988
2015-12-27T23:14:24-08:00,22000,22292285,0.969211
2015-12-27T23:14:25-08:00,23000,23315047,0.971441
2015-12-27T23:14:26-08:00,25000,25346473,1.013840
2015-12-27T23:14:27-08:00,26000,26366625,1.014082
2015-12-27T23:14:28-08:00,27000,27378185,1.013987
2015-12-27T23:14:29-08:00,28000,28392653,1.014007
2015-12-27T23:14:30-08:00,29000,29408390,1.014066
2015-12-27T23:14:31-08:00,30000,30419006,1.013951
2015-12-27T23:14:32-08:00,32000,32420164,1.045793
2015-12-27T23:14:33-08:00,33000,33430060,1.044672
2015-12-27T23:14:34-08:00,34000,34441547,1.043668
2015-12-27T23:14:35-08:00,35000,35456989,1.042750
2015-12-27T23:14:36-08:00,35000,35456989,1.012668
2015-12-27T23:14:37-08:00,37000,37474099,1.040936
2015-12-27T23:14:38-08:00,38000,38484053,1.040097
2015-12-27T23:14:39-08:00,39000,39498320,1.039417
2015-12-27T23:14:40-08:00,40000,40513989,1.038806
2015-12-27T23:14:41-08:00,41000,41528758,1.038207
2015-12-27T23:14:42-08:00,42000,42541195,1.037579
2015-12-27T23:14:43-08:00,44000,44556048,1.060847
2015-12-27T23:14:44-08:00,45000,45580518,1.060002
2015-12-27T23:14:45-08:00,46000,46598320,1.059042
2015-12-27T23:14:46-08:00,47000,47614354,1.058083
2015-12-27T23:14:47-08:00,49000,49638872,1.079096
2015-12-27T23:14:48-08:00,50000,50651542,1.077682
2015-12-27T23:14:49-08:00,51000,51669660,1.076442
2015-12-27T23:14:50-08:00,53000,53700273,1.095914
2015-12-27T23:14:51-08:00,54000,54709392,1.094179
2015-12-27T23:14:52-08:00,55000,55719182,1.092523
2015-12-27T23:14:53-08:00,56000,56731191,1.090975
2015-12-27T23:14:54-08:00,57000,57747920,1.089573
2015-12-27T23:14:55-08:00,59000,59777079,1.106974
2015-12-27T23:14:56-08:00,60000,60793761,1.105332
2015-12-27T23:14:57-08:00,61000,61805178,1.103655
2015-12-27T23:14:58-08:00,62000,62814906,1.102008
2015-12-27T23:14:59-08:00,63000,63829802,1.100505
2015-12-27T23:15:00-08:00,65000,65863620,1.116325
2015-12-27T23:15:01-08:00,66000,66879052,1.114642
2015-12-27T23:15:02-08:00,67000,67895973,1.113040
2015-12-27T23:15:03-08:00,68000,68913829,1.111506
2015-12-27T23:15:04-08:00,69000,69928350,1.109965
2015-12-27T23:15:05-08:00,70000,70938362,1.108404
2015-12-27T23:15:06-08:00,71000,71957053,1.107024
2015-12-27T23:15:07-08:00,72000,72978282,1.105725
2015-12-27T23:15:08-08:00,74000,75005393,1.119476
2015-12-27T23:15:09-08:00,75000,76027125,1.118039
2015-12-27T23:15:10-08:00,76000,77043768,1.116569
2015-12-27T23:15:11-08:00,77000,78058943,1.115120
2015-12-27T23:15:12-08:00,78000,79086658,1.113890
2015-12-27T23:15:13-08:00,79000,80101904,1.112520
2015-12-27T23:15:14-08:00,80000,81113427,1.111137
2015-12-27T23:15:15-08:00,82000,83137034,1.123465
2015-12-27T23:15:16-08:00,83000,84142708,1.121896
2015-12-27T23:15:17-08:00,85000,86142022,1.133441
2015-12-27T23:15:18-08:00,87000,88167283,1.145023
2015-12-27T23:15:19-08:00,89000,90201545,1.156422
2015-12-27T23:15:20-08:00,91000,92232589,1.167494
2015-12-27T23:15:21-08:00,92000,93245265,1.165537
2015-12-27T23:15:22-08:00,93000,94265024,1.163760
2015-12-27T23:15:23-08:00,94000,95274291,1.161875
2015-12-27T23:15:24-08:00,96000,97296504,1.172240
2015-12-27T23:15:25-08:00,97000,98316284,1.170425
2015-12-27T23:15:26-08:00,99000,100337640,1.180436
2015-12-27T23:15:27-08:00,100000,101347173,1.179883
