date,queries_finished,avg_queries_per_second,queries_per_second
2017-04-14T01:59:03-07:00,0,0.000000,0.000000
2017-04-14T01:59:08-07:00,3922,784.336473,784.336513
2017-04-14T01:59:13-07:00,7858,785.773320,787.210302
2017-04-14T01:59:18-07:00,11787,785.783893,785.805041
2017-04-14T01:59:23-07:00,15710,785.487498,784.598295
2017-04-14T01:59:28-07:00,19650,785.988135,787.990690
2017-04-14T01:59:33-07:00,23580,785.990317,786.001229
2017-04-14T01:59:38-07:00,27514,786.105793,786.798654
2017-04-14T01:59:43-07:00,31453,786.317592,787.800206
2017-04-14T01:59:48-07:00,35407,786.817071,790.813007
2017-04-14T01:59:53-07:00,39327,786.534114,783.987525
2017-04-14T01:59:58-07:00,43260,786.540447,786.603778
2017-04-14T02:00:03-07:00,47223,787.046412,792.612143
2017-04-14T02:00:03-07:00,47224,787.043329,664.181300
