date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-08T02:55:39-07:00,0,0.000000,0.000000
2016-06-08T02:55:44-07:00,101,20.198888,20.198889
2016-06-08T02:55:49-07:00,205,20.499344,20.799814
2016-06-08T02:55:54-07:00,307,20.466315,20.400253
2016-06-08T02:55:59-07:00,411,20.549655,20.799678
2016-06-08T02:56:04-07:00,513,20.519729,20.400021
2016-06-08T02:56:09-07:00,616,20.533112,20.600031
2016-06-08T02:56:14-07:00,720,20.571233,20.799955
2016-06-08T02:56:19-07:00,823,20.574840,20.600095
2016-06-08T02:56:24-07:00,925,20.555407,20.399942
2016-06-08T02:56:29-07:00,1028,20.559863,20.599966
2016-06-08T02:56:34-07:00,1132,20.581710,20.800179
2016-06-08T02:56:39-07:00,1235,20.583227,20.599920
2016-06-08T02:56:39-07:00,1236,20.592233,44.801631
