date,queries_finished,avg_queries_per_second,queries_per_second
2016-07-30T03:43:47-07:00,0,0.000000,0.000000
2016-07-30T03:43:52-07:00,30,5.999543,5.999543
2016-07-30T03:43:57-07:00,61,6.099760,6.199984
2016-07-30T03:44:02-07:00,91,6.066509,6.000004
2016-07-30T03:44:07-07:00,121,6.049875,5.999972
2016-07-30T03:44:12-07:00,151,6.039899,5.999995
2016-07-30T03:44:17-07:00,181,6.033252,6.000018
2016-07-30T03:44:22-07:00,211,6.028512,6.000068
2016-07-30T03:44:27-07:00,242,6.049937,6.199911
2016-07-30T03:44:32-07:00,272,6.044392,6.000035
2016-07-30T03:44:37-07:00,302,6.039887,5.999342
2016-07-30T03:44:42-07:00,333,6.054505,6.200706
2016-07-30T03:44:47-07:00,364,6.066630,6.200008
2016-07-30T03:44:47-07:00,365,6.074838,11.969572
