date,queries_finished,avg_queries_per_second,queries_per_second
2016-11-01T03:09:03-07:00,0,0.000000,0.000000
2016-11-01T03:09:08-07:00,33408,6681.210671,6681.210868
2016-11-01T03:09:13-07:00,66891,6688.877008,6696.543728
2016-11-01T03:09:18-07:00,100365,6690.863754,6694.837400
2016-11-01T03:09:23-07:00,133792,6689.485966,6685.352549
2016-11-01T03:09:28-07:00,167185,6687.317678,6678.644321
2016-11-01T03:09:33-07:00,200617,6687.154044,6686.335870
2016-11-01T03:09:38-07:00,233988,6685.309888,6674.244745
2016-11-01T03:09:43-07:00,267464,6686.544581,6695.187500
2016-11-01T03:09:48-07:00,300949,6687.710292,6697.036108
2016-11-01T03:09:53-07:00,334433,6688.615372,6696.761101
2016-11-01T03:09:58-07:00,367936,6689.708843,6700.643690
2016-11-01T03:10:03-07:00,401375,6689.556741,6687.883592
2016-11-01T03:10:03-07:00,401375,6689.546731,6687.763505
