date,queries_finished,avg_queries_per_second,queries_per_second
2017-01-19T04:03:24-08:00,0,0.000000,0.000000
2017-01-19T04:03:29-08:00,72,14.399178,14.399178
2017-01-19T04:03:34-08:00,151,15.099510,15.799876
2017-01-19T04:03:39-08:00,228,15.199672,15.400002
2017-01-19T04:03:44-08:00,306,15.299742,15.599958
2017-01-19T04:03:49-08:00,383,15.319785,15.399958
2017-01-19T04:03:54-08:00,460,15.333161,15.400043
2017-01-19T04:03:59-08:00,538,15.371235,15.599678
2017-01-19T04:04:04-08:00,614,15.349824,15.199945
2017-01-19T04:04:09-08:00,692,15.377665,15.600403
2017-01-19T04:04:14-08:00,770,15.399899,15.600000
2017-01-19T04:04:19-08:00,846,15.381722,15.199958
2017-01-19T04:04:24-08:00,925,15.416599,15.800253
2017-01-19T04:04:24-08:00,926,15.413732,13.151469
