date,queries_finished,avg_queries_per_second,queries_per_second
2016-10-21T01:33:03-07:00,0,0.000000,0.000000
2016-10-21T01:33:08-07:00,27701,5539.935286,5539.935508
2016-10-21T01:33:13-07:00,55090,5508.857582,5477.778514
2016-10-21T01:33:18-07:00,82464,5497.513011,5474.823186
2016-10-21T01:33:23-07:00,109846,5492.237235,5476.409629
2016-10-21T01:33:28-07:00,137218,5488.661535,5474.358681
2016-10-21T01:33:33-07:00,164600,5486.622636,5476.427978
2016-10-21T01:33:38-07:00,191981,5485.145686,5476.283782
2016-10-21T01:33:43-07:00,219370,5484.215048,5477.700672
2016-10-21T01:33:48-07:00,246752,5483.345192,5476.386313
2016-10-21T01:33:53-07:00,274127,5482.513191,5475.025103
2016-10-21T01:33:58-07:00,301500,5481.792482,5474.585381
2016-10-21T01:34:03-07:00,328897,5481.601508,5479.500747
2016-10-21T01:34:03-07:00,328898,5481.609855,5479.600939
