date,docs_indexed,plaintext_bytes_indexed,avg_mb_per_second
2015-12-28T10:54:44-08:00,0,0,0.000000
2015-12-28T10:54:45-08:00,0,0,0.000000
2015-12-28T10:54:46-08:00,0,0,0.000000
2015-12-28T10:54:47-08:00,1000,1022787,0.340818
2015-12-28T10:54:48-08:00,2000,2041607,0.510196
2015-12-28T10:54:49-08:00,2000,2041607,0.408295
2015-12-28T10:54:50-08:00,2000,2041607,0.340224
2015-12-28T10:54:51-08:00,3000,3048832,0.435471
2015-12-28T10:54:52-08:00,4000,4065978,0.508226
2015-12-28T10:54:53-08:00,6000,6100702,0.677828
2015-12-28T10:54:54-08:00,7000,7120523,0.712023
2015-12-28T10:54:55-08:00,8000,8131173,0.739174
2015-12-28T10:54:56-08:00,10000,10167406,0.847254
2015-12-28T10:54:57-08:00,11000,11182239,0.860146
2015-12-28T10:54:58-08:00,12000,12199594,0.871377
2015-12-28T10:54:59-08:00,14000,14218243,0.947859
2015-12-28T10:55:00-08:00,15000,15232383,0.952001
2015-12-28T10:55:01-08:00,16000,16235170,0.954974
2015-12-28T10:55:02-08:00,16000,16235170,0.901841
2015-12-28T10:55:03-08:00,17000,17246258,0.907682
2015-12-28T10:55:04-08:00,18000,18250833,0.912524
2015-12-28T10:55:05-08:00,20000,20262967,0.964886
2015-12-28T10:55:06-08:00,21000,21274111,0.966988
2015-12-28T10:55:07-08:00,22000,22292285,0.969214
2015-12-28T10:55:08-08:00,23000,23315047,0.971445
2015-12-28T10:55:09-08:00,24000,24329327,0.973157
2015-12-28T10:55:10-08:00,26000,26366625,1.014088
2015-12-28T10:55:11-08:00,27000,27378185,1.013994
2015-12-28T10:55:12-08:00,28000,28392653,1.014010
2015-12-28T10:55:13-08:00,29000,29408390,1.014068
2015-12-28T10:55:14-08:00,30000,30419006,1.013955
2015-12-28T10:55:15-08:00,31000,31415095,1.013357
2015-12-28T10:55:16-08:00,32000,32420164,1.013119
2015-12-28T10:55:17-08:00,33000,33430060,1.013021
2015-12-28T10:55:18-08:00,34000,34441547,1.012976
2015-12-28T10:55:19-08:00,35000,35456989,1.013044
2015-12-28T10:55:20-08:00,37000,37474099,1.040938
2015-12-28T10:55:21-08:00,38000,38484053,1.040100
2015-12-28T10:55:22-08:00,40000,40513989,1.066148
2015-12-28T10:55:23-08:00,42000,42541195,1.090789
2015-12-28T10:55:24-08:00,45000,45580518,1.139503
2015-12-28T10:55:25-08:00,47000,47614354,1.161317
2015-12-28T10:55:26-08:00,49000,49638872,1.181869
2015-12-28T10:55:27-08:00,50000,50651542,1.177934
2015-12-28T10:55:28-08:00,52000,52685121,1.197379
2015-12-28T10:55:29-08:00,54000,54709392,1.215756
2015-12-28T10:55:30-08:00,56000,56731191,1.233278
2015-12-28T10:55:31-08:00,57000,57747920,1.228667
2015-12-28T10:55:32-08:00,58000,58760715,1.224172
2015-12-28T10:55:33-08:00,60000,60793761,1.240680
2015-12-28T10:55:34-08:00,61000,61805178,1.236096
2015-12-28T10:55:35-08:00,62000,62814906,1.231656
2015-12-28T10:55:36-08:00,63000,63829802,1.227489
2015-12-28T10:55:37-08:00,64000,64845859,1.223499
2015-12-28T10:55:38-08:00,66000,66879052,1.238494
2015-12-28T10:55:39-08:00,67000,67895973,1.234465
2015-12-28T10:55:40-08:00,68000,68913829,1.230596
2015-12-28T10:55:41-08:00,69000,69928350,1.226806
2015-12-28T10:55:42-08:00,70000,70938362,1.223069
2015-12-28T10:55:43-08:00,71000,71957053,1.219605
2015-12-28T10:55:44-08:00,73000,73993472,1.233217
2015-12-28T10:55:45-08:00,74000,75005393,1.229591
2015-12-28T10:55:46-08:00,75000,76027125,1.226238
2015-12-28T10:55:47-08:00,76000,77043768,1.222912
2015-12-28T10:55:48-08:00,77000,78058943,1.219665
2015-12-28T10:55:49-08:00,78000,79086658,1.216712
2015-12-28T10:55:50-08:00,80000,81113427,1.228987
2015-12-28T10:55:51-08:00,82000,83137034,1.240846
2015-12-28T10:55:52-08:00,84000,85133367,1.251955
2015-12-28T10:55:53-08:00,85000,86142022,1.248429
2015-12-28T10:55:54-08:00,87000,88167283,1.259526
2015-12-28T10:55:55-08:00,88000,89187464,1.256156
2015-12-28T10:55:56-08:00,89000,90201545,1.252793
2015-12-28T10:55:57-08:00,90000,91222379,1.249616
2015-12-28T10:55:58-08:00,92000,93245265,1.260065
2015-12-28T10:55:59-08:00,93000,94265024,1.256861
2015-12-28T10:56:00-08:00,94000,95274291,1.253603
2015-12-28T10:56:01-08:00,95000,96285688,1.250458
2015-12-28T10:56:02-08:00,96000,97296504,1.247386
2015-12-28T10:56:03-08:00,98000,99323751,1.257258
2015-12-28T10:56:04-08:00,99000,100337640,1.254216
2015-12-28T10:56:05-08:00,100000,101347173,1.259691
