date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-08T10:48:47-07:00,0,0.000000,0.000000
2016-06-08T10:48:52-07:00,70,13.999361,13.999362
2016-06-08T10:48:57-07:00,141,14.099720,14.200085
2016-06-08T10:49:02-07:00,211,14.066450,13.999910
2016-06-08T10:49:07-07:00,283,14.149819,14.399926
2016-06-08T10:49:12-07:00,354,14.159865,14.200052
2016-06-08T10:49:17-07:00,425,14.166553,14.199994
2016-06-08T10:49:22-07:00,496,14.171331,14.199997
2016-06-08T10:49:27-07:00,567,14.174916,14.200008
2016-06-08T10:49:32-07:00,637,14.155483,14.000023
2016-06-08T10:49:37-07:00,708,14.159935,14.200003
2016-06-08T10:49:42-07:00,779,14.163573,14.199956
2016-06-08T10:49:47-07:00,850,14.166638,14.200352
2016-06-08T10:49:47-07:00,851,14.170747,18.806774
