date,queries_finished,avg_queries_per_second,queries_per_second
2016-11-23T03:10:33-08:00,0,0.000000,0.000000
2016-11-23T03:10:38-08:00,34251,6849.750318,6849.750529
2016-11-23T03:10:43-08:00,67755,6775.260951,6700.767059
2016-11-23T03:10:48-08:00,101295,6752.839675,6707.995570
2016-11-23T03:10:53-08:00,134773,6738.511679,6695.527141
2016-11-23T03:10:58-08:00,168272,6730.796869,6699.936368
2016-11-23T03:11:03-08:00,201699,6723.227410,6685.379763
2016-11-23T03:11:08-08:00,235170,6719.075739,6694.165571
2016-11-23T03:11:13-08:00,268654,6716.288695,6696.779251
2016-11-23T03:11:18-08:00,302143,6714.237336,6697.826247
2016-11-23T03:11:23-08:00,335640,6712.756656,6699.430373
2016-11-23T03:11:28-08:00,369143,6711.650518,6700.589093
2016-11-23T03:11:33-08:00,402645,6710.731014,6700.616075
2016-11-23T03:11:33-08:00,402645,6710.713390,0.000000
