date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-06T20:34:07-07:00,0,0.000000,0.000000
2016-06-06T20:34:12-07:00,3219,643.760571,643.760603
2016-06-06T20:34:17-07:00,6445,644.481246,645.201968
2016-06-06T20:34:22-07:00,9675,644.985485,645.993984
2016-06-06T20:34:27-07:00,12899,644.938770,644.798621
2016-06-06T20:34:32-07:00,16128,645.110763,645.798746
2016-06-06T20:34:37-07:00,19352,645.060035,644.806386
2016-06-06T20:34:42-07:00,22577,645.050715,644.994794
2016-06-06T20:34:47-07:00,25799,644.970083,644.405649
2016-06-06T20:34:52-07:00,29023,644.951248,644.800572
2016-06-06T20:34:57-07:00,32251,645.016722,645.605991
2016-06-06T20:35:02-07:00,35482,645.123778,646.194332
2016-06-06T20:35:07-07:00,38703,645.046784,644.199845
2016-06-06T20:35:07-07:00,38704,645.062195,8568.172666
