date,queries_finished,avg_queries_per_second,queries_per_second
2016-11-16T03:19:26-08:00,0,0.000000,0.000000
2016-11-16T03:19:31-08:00,12,2.399871,2.399871
2016-11-16T03:19:36-08:00,27,2.699915,2.999973
2016-11-16T03:19:41-08:00,41,2.733274,2.799994
2016-11-16T03:19:46-08:00,55,2.749961,2.800025
2016-11-16T03:19:51-08:00,70,2.799963,2.999971
2016-11-16T03:19:56-08:00,83,2.766637,2.600002
2016-11-16T03:20:01-08:00,97,2.771405,2.800018
2016-11-16T03:20:06-08:00,112,2.799981,3.000016
2016-11-16T03:20:11-08:00,126,2.799983,2.799998
2016-11-16T03:20:16-08:00,140,2.799982,2.799967
2016-11-16T03:20:21-08:00,155,2.818168,3.000031
2016-11-16T03:20:26-08:00,170,2.833321,3.000010
2016-11-16T03:20:26-08:00,171,2.842800,6.591477
