date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-08T04:41:28-07:00,0,0.000000,0.000000
2016-06-08T04:41:33-07:00,11761,2352.076930,2352.077062
2016-06-08T04:41:38-07:00,23574,2357.332682,2362.588684
2016-06-08T04:41:43-07:00,35365,2357.618994,2358.191634
2016-06-08T04:41:48-07:00,47138,2356.860349,2354.584383
2016-06-08T04:41:53-07:00,58927,2357.057351,2357.845386
2016-06-08T04:41:58-07:00,70757,2358.544912,2365.982735
2016-06-08T04:42:03-07:00,82631,2360.865776,2374.791033
2016-06-08T04:42:08-07:00,94383,2359.558792,2350.409792
2016-06-08T04:42:13-07:00,106154,2358.961461,2354.182810
2016-06-08T04:42:18-07:00,117939,2358.767101,2357.017843
2016-06-08T04:42:23-07:00,129718,2358.496515,2355.790651
2016-06-08T04:42:28-07:00,141491,2358.171252,2354.593350
