date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-06T19:47:31-07:00,0,0.000000,0.000000
2016-06-06T19:47:36-07:00,68,13.599392,13.599392
2016-06-06T19:47:41-07:00,135,13.499688,13.399980
2016-06-06T19:47:46-07:00,203,13.533156,13.600096
2016-06-06T19:47:51-07:00,271,13.549870,13.600011
2016-06-06T19:47:56-07:00,338,13.519880,13.399919
2016-06-06T19:48:01-07:00,407,13.566568,13.800014
2016-06-06T19:48:06-07:00,475,13.571346,13.600011
2016-06-06T19:48:11-07:00,542,13.549938,13.400078
2016-06-06T19:48:16-07:00,611,13.577713,13.799913
2016-06-06T19:48:21-07:00,678,13.559959,13.400175
2016-06-06T19:48:26-07:00,747,13.581766,13.799829
2016-06-06T19:48:31-07:00,814,13.566635,13.400194
2016-06-06T19:48:31-07:00,815,13.577256,37.428360
