date,queries_finished,avg_queries_per_second,queries_per_second
2017-03-12T04:04:11-07:00,0,0.000000,0.000000
2017-03-12T04:04:16-07:00,1921,384.178623,384.178641
2017-03-12T04:04:21-07:00,3836,383.586908,382.995168
2017-03-12T04:04:26-07:00,5747,383.125182,382.201692
2017-03-12T04:04:31-07:00,7597,379.840904,369.988178
2017-03-12T04:04:36-07:00,9476,379.030646,375.789624
2017-03-12T04:04:41-07:00,11154,371.795583,335.617488
2017-03-12T04:04:46-07:00,13080,373.709529,385.193136
2017-03-12T04:04:51-07:00,14918,372.946659,367.606410
2017-03-12T04:04:56-07:00,16656,370.130566,347.601525
2017-03-12T04:05:01-07:00,18426,368.517394,353.998785
2017-03-12T04:05:06-07:00,20246,368.106117,363.993390
2017-03-12T04:05:11-07:00,22090,368.165061,368.813481
2017-03-12T04:05:11-07:00,22091,368.174585,859.105053
