date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-08T03:57:12-07:00,0,0.000000,0.000000
2016-06-08T03:57:17-07:00,12738,2547.418097,2547.418209
2016-06-08T03:57:22-07:00,25465,2546.407756,2545.397345
2016-06-08T03:57:27-07:00,38195,2546.276227,2546.013158
2016-06-08T03:57:32-07:00,50958,2547.852425,2552.581091
2016-06-08T03:57:37-07:00,63711,2548.401259,2550.596632
2016-06-08T03:57:42-07:00,76431,2547.670007,2544.013672
2016-06-08T03:57:47-07:00,89147,2547.031934,2543.203442
2016-06-08T03:57:52-07:00,101885,2547.100613,2547.581369
2016-06-08T03:57:57-07:00,114584,2546.292323,2539.825880
2016-06-08T03:58:02-07:00,127281,2545.601375,2539.382834
2016-06-08T03:58:07-07:00,140004,2545.509779,2544.593817
2016-06-08T03:58:12-07:00,152704,2545.039083,2539.861665
2016-06-08T03:58:12-07:00,152705,2545.021754,1247.732247
