date,queries_finished,avg_queries_per_second,queries_per_second
2017-01-15T01:06:49-08:00,0,0.000000,0.000000
2017-01-15T01:06:54-08:00,4130,825.930980,825.931015
2017-01-15T01:06:59-08:00,8279,827.848230,829.765561
2017-01-15T01:07:04-08:00,12446,829.709532,833.432513
2017-01-15T01:07:09-08:00,16616,830.783708,834.006352
2017-01-15T01:07:14-08:00,20791,831.622531,834.977803
2017-01-15T01:07:19-08:00,24949,831.616155,831.584275
2017-01-15T01:07:24-08:00,29133,832.357502,836.805701
2017-01-15T01:07:29-08:00,33299,832.463542,833.205845
2017-01-15T01:07:34-08:00,37470,832.659044,834.223119
2017-01-15T01:07:39-08:00,41640,832.792617,833.994778
2017-01-15T01:07:44-08:00,45819,833.066865,835.809407
2017-01-15T01:07:49-08:00,50004,833.395453,837.009988
2017-01-15T01:07:49-08:00,50005,833.404868,1915.503318
