date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-06T19:33:19-07:00,0,0.000000,0.000000
2016-06-06T19:33:24-07:00,12,2.399877,2.399877
2016-06-06T19:33:29-07:00,26,2.599929,2.799991
2016-06-06T19:33:34-07:00,40,2.666573,2.799858
2016-06-06T19:33:39-07:00,54,2.699958,2.800122
2016-06-06T19:33:44-07:00,67,2.679971,2.600020
2016-06-06T19:33:49-07:00,82,2.733304,2.999969
2016-06-06T19:33:54-07:00,97,2.771401,2.999980
2016-06-06T19:33:59-07:00,111,2.774977,2.800010
2016-06-06T19:34:04-07:00,125,2.777757,2.799999
2016-06-06T19:34:09-07:00,138,2.759982,2.600008
2016-06-06T19:34:14-07:00,153,2.781802,3.000001
2016-06-06T19:34:19-07:00,167,2.783322,2.800044
2016-06-06T19:34:19-07:00,168,2.786998,3.575520
