date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-07T04:29:22-07:00,0,0.000000,0.000000
2016-06-07T04:29:27-07:00,12352,2470.249519,2470.249650
2016-06-07T04:29:32-07:00,24699,2469.830115,2469.410684
2016-06-07T04:29:37-07:00,37072,2471.416625,2474.589723
2016-06-07T04:29:42-07:00,49431,2471.509079,2471.786445
2016-06-07T04:29:47-07:00,61789,2471.529872,2471.613047
2016-06-07T04:29:52-07:00,74165,2472.142981,2475.208570
2016-06-07T04:29:57-07:00,86527,2472.178591,2472.392255
2016-06-07T04:30:02-07:00,98960,2473.979969,2486.589671
2016-06-07T04:30:07-07:00,111314,2473.627579,2470.808428
2016-06-07T04:30:12-07:00,123679,2473.563925,2472.991036
2016-06-07T04:30:17-07:00,136096,2474.459524,2483.415627
2016-06-07T04:30:22-07:00,148418,2473.610257,2464.268766
2016-06-07T04:30:22-07:00,148419,2473.574720,789.723486
