date,docs_indexed,plaintext_bytes_indexed,avg_mb_per_second,mb_per_second
2017-01-20T00:15:42-08:00,0,0,0.000000,0.000000
2017-01-20T00:15:43-08:00,0,0,0.000000,0.000000
2017-01-20T00:15:44-08:00,0,0,0.000000,0.000000
2017-01-20T00:15:45-08:00,0,0,0.000000,0.000000
2017-01-20T00:15:46-08:00,0,0,0.000000,0.000000
2017-01-20T00:15:47-08:00,0,0,0.000000,0.000000
2017-01-20T00:15:48-08:00,0,0,0.000000,0.000000
2017-01-20T00:15:49-08:00,0,0,0.000000,0.000000
2017-01-20T00:15:50-08:00,0,0,0.000000,0.000000
2017-01-20T00:15:51-08:00,0,0,0.000000,0.000000
2017-01-20T00:15:52-08:00,0,0,0.000000,0.000000
2017-01-20T00:15:53-08:00,1000,1022787,0.092977,1.022748
2017-01-20T00:15:54-08:00,3000,3048832,0.254060,2.026033
2017-01-20T00:15:55-08:00,4000,4065978,0.312756,1.017138
2017-01-20T00:15:56-08:00,5000,5080124,0.362856,1.014212
2017-01-20T00:15:57-08:00,6000,6100702,0.406702,1.020538
2017-01-20T00:15:58-08:00,7000,7120523,0.445020,1.019785
2017-01-20T00:15:59-08:00,7000,7120523,0.418842,0.000000
2017-01-20T00:16:00-08:00,8000,8131173,0.451719,1.010617
2017-01-20T00:16:01-08:00,9000,9149804,0.481556,1.018660
2017-01-20T00:16:02-08:00,10000,10167406,0.508359,1.017668
2017-01-20T00:16:03-08:00,11000,11182239,0.532475,1.014764
2017-01-20T00:16:04-08:00,12000,12199594,0.554516,1.017435
2017-01-20T00:16:05-08:00,12000,12199594,0.530407,0.000000
2017-01-20T00:16:06-08:00,13000,13210416,0.550422,1.010735
2017-01-20T00:16:07-08:00,14000,14218243,0.568721,1.007965
2017-01-20T00:16:08-08:00,15000,15232383,0.585851,1.014060
2017-01-20T00:16:09-08:00,15000,15232383,0.564152,0.000000
2017-01-20T00:16:10-08:00,16000,16235170,0.579689,0.996622
2017-01-20T00:16:11-08:00,16000,16235170,0.559824,0.000000
2017-01-20T00:16:12-08:00,17000,17246258,0.574867,1.011115
2017-01-20T00:16:13-08:00,18000,18250833,0.588727,1.004488
2017-01-20T00:16:14-08:00,19000,19253675,0.601668,1.002871
2017-01-20T00:16:15-08:00,20000,20262967,0.614022,1.009383
2017-01-20T00:16:16-08:00,20000,20262967,0.595962,0.000000
2017-01-20T00:16:17-08:00,21000,21274111,0.607825,1.011160
2017-01-20T00:16:18-08:00,22000,22292285,0.619221,1.018059
2017-01-20T00:16:19-08:00,22000,22292285,0.602484,0.000000
2017-01-20T00:16:20-08:00,23000,23315047,0.613531,1.021908
2017-01-20T00:16:21-08:00,24000,24329327,0.623821,1.015264
