date,queries_finished,avg_queries_per_second,queries_per_second
2016-11-29T03:32:32-08:00,0,0.000000,0.000000
2016-11-29T03:32:37-08:00,3840,767.947333,767.947367
2016-11-29T03:32:42-08:00,7680,767.972137,767.996943
2016-11-29T03:32:47-08:00,11523,768.181890,768.601412
2016-11-29T03:32:52-08:00,15367,768.336031,768.798465
2016-11-29T03:32:57-08:00,19219,768.750675,770.409299
2016-11-29T03:33:02-08:00,23143,771.424457,784.793415
2016-11-29T03:33:07-08:00,26989,771.106562,769.199174
2016-11-29T03:33:12-08:00,30832,770.793154,768.599281
2016-11-29T03:33:17-08:00,34675,770.549706,768.602094
2016-11-29T03:33:22-08:00,38526,770.514648,770.199129
2016-11-29T03:33:27-08:00,42366,770.285873,767.998117
2016-11-29T03:33:32-08:00,46239,770.646626,774.615010
2016-11-29T03:33:32-08:00,46240,770.657750,2317.287661
