date,queries_finished,avg_queries_per_second,queries_per_second
2016-06-08T03:47:44-07:00,0,0.000000,0.000000
2016-06-08T03:47:49-07:00,8009,1601.737072,1601.737129
2016-06-08T03:47:54-07:00,16046,1604.568588,1607.400217
2016-06-08T03:47:59-07:00,24096,1606.377895,1609.996570
2016-06-08T03:48:04-07:00,32160,1607.982141,1612.794930
2016-06-08T03:48:09-07:00,40194,1607.745262,1606.797737
2016-06-08T03:48:14-07:00,48210,1606.987790,1603.200397
2016-06-08T03:48:19-07:00,56298,1608.504095,1617.602004
2016-06-08T03:48:24-07:00,64314,1607.842312,1603.209770
2016-06-08T03:48:29-07:00,72353,1607.836601,1607.790920
2016-06-08T03:48:34-07:00,80385,1607.693479,1606.405366
2016-06-08T03:48:39-07:00,88476,1608.647931,1618.192451
2016-06-08T03:48:44-07:00,96554,1609.230532,1615.639314
2016-06-08T03:48:44-07:00,96555,1609.240497,4002.657765
